district,property_type,bedrooms,bathrooms,floors,land_perches,floor_area_sqft,age_years,has_garage,has_pool,furnished,price_lkr
Negombo,Land & House,3,2,1,21.2,1106.0,31,0,0,1,63689918
Jaffna,House,4,3,1,22.3,1615.0,1,0,1,0,50898197
Kurunegala,Land & House,1,1,2,16.4,619.0,10,0,0,0,15409606
Colombo,Land & House,1,1,1,17.8,566.0,16,0,1,1,121654999
Colombo,House,3,3,1,16.8,1258.0,14,1,0,0,121896359
Colombo,House,2,1,1,5.3,825.0,5,1,0,1,72583766
Negombo,Villa,4,3,1,20.6,1721.0,13,1,0,0,144821622
Jaffna,House,2,1,1,13.5,783.0,19,0,0,0,17246525
Colombo,Villa,3,2,2,12.7,1484.0,13,0,0,0,219587117
Ratnapura,House,2,1,2,33.5,1117.0,17,0,0,0,18880434
Colombo,Apartment,3,3,2,4.4,1527.0,4,1,0,1,98968032
Galle,Villa,2,2,2,8.3,1017.0,24,0,0,0,48301366
Jaffna,House,1,1,1,5.9,421.0,9,0,0,0,9011053
Anuradhapura,House,2,1,2,4.5,1207.0,39,0,0,0,11701259
Jaffna,House,6,6,1,8.8,2216.0,0,1,0,0,57439345
Kurunegala,House,2,2,1,71.0,768.0,7,0,0,0,23826014
Kandy,Apartment,4,4,3,8.7,1831.0,3,0,1,0,63692918
Kurunegala,Villa,2,1,2,20.3,901.0,12,0,0,0,24231707
Colombo,House,2,1,2,5.9,1052.0,4,1,0,1,107274637
Anuradhapura,Apartment,3,2,2,17.8,1289.0,20,1,0,0,15248113
Galle,Apartment,3,3,3,66.5,1471.0,29,0,0,0,63043834
Kurunegala,House,6,6,2,9.2,2496.0,4,0,0,0,41613269
Galle,House,5,5,2,32.3,2112.0,3,1,0,0,103968650
Negombo,Land & House,4,3,2,94.3,1701.0,29,0,0,0,122318818
Galle,Villa,4,3,1,17.3,1567.0,7,1,0,0,106069143
Matara,Apartment,3,2,1,9.6,1201.0,9,0,1,1,25178829
Colombo,Apartment,3,3,2,20.8,1306.0,4,0,0,0,131517442
Colombo,House,5,4,1,32.0,1899.0,8,1,0,1,186425758
Colombo,Apartment,4,3,1,6.8,1599.0,4,1,0,1,113333692
Colombo,Apartment,3,2,1,13.0,1187.0,16,0,0,1,83468236
Anuradhapura,Apartment,2,1,1,9.8,891.0,10,0,0,0,9326803
Colombo,House,1,1,3,9.0,716.0,22,1,0,1,63218464
Badulla,House,5,4,2,33.6,1989.0,6,0,1,1,36051620
Kandy,House,3,3,2,12.2,1276.0,11,0,0,0,44863771
Colombo,Land & House,3,3,3,10.2,1443.0,4,0,1,0,188654077
Matara,House,2,2,3,17.9,1278.0,34,0,1,0,22245593
Jaffna,Apartment,4,3,2,7.7,1772.0,11,0,0,1,26653339
Galle,House,1,1,3,7.9,692.0,3,0,0,1,31074064
Negombo,House,4,4,1,15.0,1593.0,5,0,0,1,76590641
Jaffna,Villa,2,1,1,11.9,810.0,1,0,0,0,36965982
Colombo,Apartment,5,4,1,9.2,1831.0,0,1,0,0,129569885
Badulla,Apartment,4,3,2,4.8,1551.0,11,0,0,1,20092552
Badulla,House,2,1,2,15.0,1097.0,6,1,0,0,18921646
Jaffna,Villa,3,2,2,29.4,1213.0,37,0,0,0,41706050
Colombo,House,3,3,2,32.6,1344.0,3,0,0,1,191453039
Jaffna,House,2,2,1,8.0,755.0,23,1,0,0,17944033
Colombo,Apartment,5,4,1,17.7,1977.0,6,1,0,1,127446797
Colombo,House,3,3,2,33.1,1316.0,4,1,0,1,188019994
Colombo,House,3,3,1,11.9,1186.0,38,1,0,1,85965129
Galle,Apartment,2,1,2,44.4,989.0,23,0,0,0,47587876
Anuradhapura,Apartment,3,2,2,39.0,1380.0,15,0,0,0,17142888
Matara,Villa,5,4,2,7.5,2051.0,18,1,0,0,61412217
Matara,House,3,3,1,8.5,1195.0,40,1,0,0,20462477
Kandy,House,6,5,2,7.0,2348.0,13,0,0,0,74454091
Kandy,House,5,5,2,7.3,1892.0,1,1,1,1,82691716
Kandy,Land & House,2,2,3,39.8,1038.0,1,0,1,0,89440310
Badulla,Apartment,2,1,2,44.1,1071.0,16,1,0,0,15334144
Colombo,Villa,5,5,2,4.8,2019.0,16,0,0,0,210080251
Anuradhapura,House,3,3,1,17.5,1133.0,20,0,0,1,16213651
Negombo,Apartment,1,1,2,16.5,509.0,2,1,1,0,41034832
Galle,House,3,3,3,11.4,1328.0,35,1,0,0,40575815
Matara,Apartment,3,2,1,19.0,1129.0,12,0,0,0,19080207
Galle,Land & House,4,3,1,48.2,1638.0,16,1,1,0,134905622
Anuradhapura,Land & House,2,1,1,6.8,794.0,0,0,0,0,16868494
Anuradhapura,Apartment,2,2,2,5.9,1040.0,37,1,0,0,10127133
Kandy,Apartment,5,4,1,4.5,1839.0,13,0,0,0,44262608
Colombo,Land & House,4,4,1,10.8,1613.0,13,0,0,0,164865184
Negombo,Apartment,3,2,2,10.2,1314.0,35,0,0,0,32500472
Anuradhapura,House,4,4,2,12.5,1576.0,34,1,0,0,24006422
Colombo,Apartment,3,3,1,14.5,1173.0,4,0,0,0,90990559
Negombo,House,4,3,1,25.3,1733.0,34,0,1,1,83061030
Negombo,Apartment,3,3,1,11.5,1378.0,20,0,0,1,41823465
Matara,Apartment,2,2,1,10.0,898.0,0,0,0,0,16339259
Colombo,Apartment,4,4,1,30.3,1536.0,4,1,0,1,163420777
Jaffna,House,3,2,2,32.4,1380.0,8,1,0,0,39038084
Anuradhapura,House,6,6,2,8.0,2431.0,13,1,0,0,38854961
Colombo,Apartment,3,2,2,9.7,1346.0,18,1,1,1,109929443
Colombo,Villa,5,5,1,30.2,1944.0,4,1,0,0,353684166
Badulla,Apartment,5,4,2,5.2,2070.0,25,1,0,0,21405775
Colombo,House,2,1,2,9.9,968.0,26,1,0,1,88579197
Kurunegala,Land & House,4,3,1,12.9,1430.0,15,1,0,0,31959900
Galle,Land & House,3,2,1,7.1,1153.0,33,1,0,0,43984391
Colombo,House,5,5,2,7.0,2129.0,24,1,0,0,146929526
Anuradhapura,House,3,3,2,12.3,1346.0,4,1,0,1,21103890
Galle,Villa,4,4,1,25.1,1580.0,23,0,0,0,85577901
Galle,Villa,3,2,2,31.5,1321.0,36,1,0,0,96867137
Kandy,Land & House,2,1,2,62.1,894.0,2,1,0,0,95529307
Negombo,Land & House,2,1,3,5.2,1126.0,38,1,0,0,45433175
Colombo,Apartment,3,3,1,7.7,1097.0,0,0,0,0,85592139
Kandy,Apartment,4,3,2,25.2,1591.0,11,0,0,0,51893425
Ratnapura,House,4,3,1,15.7,1670.0,22,1,0,0,28106661
Colombo,House,4,3,2,10.0,1657.0,22,0,0,0,118718231
Jaffna,Apartment,3,2,2,7.5,1275.0,20,0,0,1,22297655
Kandy,Apartment,3,3,1,8.9,1361.0,11,0,0,1,39135464
Matara,Apartment,1,1,2,12.4,731.0,16,0,0,1,12751497
Colombo,Villa,4,3,1,6.9,1512.0,18,0,0,1,158890346
Ratnapura,House,6,6,2,54.0,2442.0,10,1,0,0,55547793
Galle,Apartment,3,3,1,5.7,1176.0,14,1,0,1,45505504
Colombo,House,1,1,2,67.6,580.0,26,0,0,0,151532768
Colombo,House,2,2,1,31.7,897.0,6,0,0,0,148113090
Colombo,Villa,4,3,2,12.3,1667.0,11,0,0,0,258201012
Galle,Apartment,4,4,2,24.2,1707.0,0,1,1,0,81671133
Kandy,Land & House,4,3,2,20.7,1802.0,17,1,0,1,91855112
Kurunegala,House,3,2,1,7.6,1291.0,3,0,0,0,20992100
Galle,Apartment,4,3,2,10.2,1644.0,10,0,0,0,52502956
Colombo,House,4,3,1,14.8,1598.0,4,0,0,1,157808227
Negombo,House,3,3,2,19.2,1237.0,0,0,0,1,73954963
Jaffna,Land & House,3,2,2,15.7,1395.0,10,1,0,0,40946408
Colombo,Apartment,2,1,2,13.6,1014.0,8,0,0,0,72679929
Colombo,Land & House,3,2,2,12.8,1387.0,8,0,0,0,158329897
Colombo,House,5,4,1,14.3,1870.0,4,0,0,0,163932740
Matara,Land & House,3,2,2,12.5,1558.0,35,0,0,0,30678263
Jaffna,House,4,3,1,15.7,1459.0,0,0,0,1,37326632
Galle,Land & House,3,2,3,36.8,1597.0,30,1,0,0,84630870
Kurunegala,House,2,2,2,19.0,896.0,20,1,0,0,16638928
Kurunegala,House,3,3,2,23.2,1400.0,3,1,0,0,29991759
Negombo,Apartment,3,2,3,17.7,1557.0,10,0,0,0,50075730
Anuradhapura,Land & House,3,2,1,19.5,1205.0,39,1,0,1,23104568
Colombo,House,2,2,3,17.0,1100.0,15,1,0,1,121366040
Colombo,House,3,2,1,4.4,1214.0,2,0,0,0,85991583
Colombo,Land & House,2,1,2,120.0,1026.0,9,1,0,1,558901420
Colombo,House,2,1,2,4.5,1178.0,9,1,1,0,104655854
Galle,House,3,2,1,11.5,1112.0,23,0,0,0,43455412
Ratnapura,House,3,2,1,5.7,1144.0,32,0,0,1,16488878
Colombo,House,5,4,1,5.5,1928.0,1,0,0,0,164636327
Colombo,Land & House,3,2,3,27.7,1474.0,6,0,0,0,224429505
Galle,Villa,4,3,1,12.3,1539.0,5,0,0,1,109023198
Ratnapura,Apartment,3,3,2,28.2,1457.0,40,0,0,0,16536108
Kandy,Land & House,4,3,2,8.8,1417.0,12,0,0,0,69753826
Galle,Apartment,3,3,1,8.4,1140.0,29,1,0,0,34564664
Colombo,House,5,5,1,8.3,1725.0,8,0,0,0,144188615
Colombo,House,3,2,2,18.4,1230.0,19,1,0,0,110572509
Badulla,House,4,3,1,29.3,1790.0,5,1,0,1,25341814
Ratnapura,House,3,2,2,13.0,1409.0,32,1,0,0,20239696
Colombo,Land & House,2,2,1,11.2,945.0,9,1,0,0,118117868
Ratnapura,Villa,4,3,1,58.5,1541.0,23,0,0,0,42716259
Negombo,House,1,1,2,5.9,725.0,4,0,0,1,33089222
Anuradhapura,Apartment,3,2,1,14.0,1023.0,18,1,0,1,15526374
Galle,Villa,2,2,3,11.9,1253.0,8,0,0,0,73046625
Galle,Land & House,4,3,3,5.5,1768.0,0,0,0,0,94345188
Galle,Land & House,6,5,1,8.7,2196.0,8,0,0,0,107626894
Jaffna,Apartment,3,3,1,4.4,1250.0,12,0,0,0,20745756
Colombo,Villa,4,4,1,35.4,1581.0,2,1,0,0,398455272
Colombo,Apartment,3,2,1,18.0,1208.0,3,0,0,1,110991518
Kandy,Apartment,3,2,2,29.3,1213.0,9,0,0,1,42564011
Jaffna,House,5,4,2,15.1,2059.0,6,0,0,1,51430728
Colombo,House,5,4,1,17.7,1996.0,9,1,0,0,213194704
Jaffna,Apartment,4,4,1,22.1,1496.0,9,1,0,0,31366187
Ratnapura,House,3,3,1,39.8,1331.0,2,0,0,0,28334991
Colombo,House,3,3,1,5.4,1112.0,3,1,0,0,99005010
Jaffna,Villa,2,2,2,10.0,1000.0,26,0,0,1,32072366
Galle,House,3,2,2,22.5,1503.0,3,0,0,0,64907292
Anuradhapura,Apartment,3,3,1,51.7,1131.0,16,1,0,0,17598380
Colombo,Apartment,4,3,1,63.3,1655.0,8,0,0,0,250107081
Jaffna,Land & House,5,4,3,19.2,2397.0,37,0,0,0,50747750
Kurunegala,Apartment,3,2,1,7.2,1217.0,1,1,0,0,17597725
Ratnapura,House,1,1,2,5.9,597.0,24,0,0,1,9149775
Jaffna,Apartment,5,4,1,47.8,1822.0,10,0,0,1,44691895
Galle,Villa,2,1,3,12.5,1280.0,0,0,0,1,97331315
Negombo,Land & House,4,4,2,7.3,1827.0,5,0,0,0,89782602
Anuradhapura,House,1,1,1,44.7,644.0,8,0,0,0,14920445
Negombo,House,3,2,2,5.7,1346.0,6,1,0,1,73609379
Colombo,Land & House,6,6,2,23.6,2503.0,7,0,0,0,283939983
Ratnapura,House,2,1,1,18.7,845.0,33,0,0,1,12894200
Jaffna,Apartment,3,2,1,5.4,1111.0,7,1,0,1,20779749
Jaffna,House,3,2,2,10.2,1462.0,8,0,0,0,36965339
Colombo,House,5,5,2,6.4,2213.0,21,0,0,0,127585856
Jaffna,House,5,4,2,17.9,1947.0,23,1,0,1,41985730
Kandy,House,2,2,2,13.7,896.0,1,0,0,0,37317886
Jaffna,Apartment,2,1,2,4.1,1003.0,18,1,0,1,17288098
Colombo,Land & House,4,4,2,59.8,1795.0,10,0,0,0,322836552
Jaffna,House,3,2,2,10.5,1236.0,2,0,0,0,29396921
Badulla,Villa,4,4,1,8.5,1572.0,5,1,0,1,50775613
Colombo,House,1,1,3,7.8,740.0,0,0,0,0,67057935
Badulla,Apartment,2,1,1,6.6,920.0,7,0,0,1,11206071
Kandy,House,4,4,1,109.8,1470.0,4,0,0,1,98726335
Anuradhapura,Land & House,2,1,2,9.2,1077.0,7,0,0,1,23747725
Matara,Villa,5,5,1,11.8,1884.0,13,0,1,0,72615531
Negombo,Apartment,2,2,1,34.8,756.0,20,1,0,1,44078029
Matara,Villa,2,1,1,19.4,856.0,14,0,0,0,30931831
Anuradhapura,Apartment,6,6,2,10.9,2206.0,17,0,1,1,28873909
Kandy,Land & House,3,3,3,38.3,1444.0,28,1,0,1,62721307
Kandy,Villa,4,3,2,24.8,1733.0,28,1,0,0,94671802
Jaffna,Land & House,2,2,2,7.9,822.0,27,0,0,0,23491162
Kurunegala,Apartment,4,4,1,19.5,1292.0,2,0,1,1,24260689
Matara,House,4,4,1,42.3,1316.0,4,0,0,0,35931325
Kurunegala,Apartment,3,2,1,14.3,1332.0,11,0,0,0,21001575
Galle,House,4,3,1,23.8,1542.0,7,0,0,1,71417817
Kurunegala,Apartment,4,4,1,57.2,1496.0,2,1,0,0,27190546
Colombo,Apartment,3,2,1,21.6,1294.0,5,0,0,0,115924181
Galle,Apartment,3,3,1,5.6,1159.0,38,0,0,0,28606508
Colombo,House,3,2,2,8.2,1376.0,7,1,0,0,114846846
Kandy,House,2,2,3,17.6,1152.0,8,0,0,0,42858328
Kandy,Apartment,3,2,3,8.8,1452.0,0,0,0,0,37057706
Kandy,Land & House,3,2,2,51.4,1379.0,19,0,1,0,89610944
Jaffna,House,3,2,1,11.8,1277.0,8,0,0,0,30077275
Kandy,House,4,3,2,13.2,1681.0,1,0,0,0,61687171
Galle,Villa,3,3,1,22.1,1153.0,37,1,0,1,70459350
Colombo,Apartment,5,5,2,15.1,2015.0,22,0,0,0,126973533
Kandy,House,3,3,2,11.2,1120.0,19,0,0,0,37852364
Colombo,House,3,3,2,5.2,1378.0,36,1,1,1,109145077
Colombo,House,4,4,3,17.6,1729.0,8,1,0,0,164126859
Negombo,Land & House,3,3,2,34.3,1412.0,19,0,0,0,90622260
Jaffna,House,3,2,2,21.4,1340.0,3,0,0,0,39589180
Negombo,House,2,2,1,11.2,860.0,18,0,0,0,37594040
Galle,House,3,3,3,6.0,1570.0,0,0,0,1,60926578
Kandy,House,3,3,1,29.4,1107.0,2,1,0,0,48753599
Anuradhapura,Villa,6,5,3,46.6,2586.0,8,0,0,1,67673141
Galle,House,3,3,1,11.4,1226.0,0,0,0,0,49565489
Galle,House,5,4,1,23.6,1881.0,9,0,0,0,83167199
Colombo,Apartment,4,3,2,11.9,1607.0,11,0,0,0,104308853
Kandy,House,3,2,1,14.5,1259.0,14,0,0,0,42870707
Kandy,House,3,3,2,31.2,1420.0,1,1,0,1,60255476
Kandy,Villa,4,4,1,5.3,1561.0,3,1,0,1,104370451
Negombo,Villa,5,4,3,15.3,2092.0,14,0,0,0,131935261
Galle,Land & House,2,2,2,7.6,947.0,16,1,0,0,49447788
Negombo,Land & House,3,3,2,10.2,1343.0,0,0,0,0,77587250
Matara,Apartment,3,3,1,19.5,1268.0,12,0,0,0,20801294
Kurunegala,House,1,1,1,4.4,400.0,22,0,0,0,5550370
Jaffna,Villa,3,2,2,17.5,1293.0,1,0,0,0,53706750
Ratnapura,Villa,5,4,1,9.0,1859.0,8,0,1,1,55373850
Colombo,Villa,3,2,1,20.6,1191.0,6,1,0,0,234010148
Colombo,Apartment,4,3,2,6.3,1569.0,32,0,0,0,76102208
Colombo,House,4,3,1,24.0,1528.0,3,0,0,1,185881652
Negombo,Villa,3,2,1,19.6,1168.0,6,0,0,0,103954282
Anuradhapura,Villa,2,1,1,57.2,746.0,31,1,1,1,31152583
Colombo,Land & House,4,3,1,40.3,1538.0,6,0,1,0,309968591
Ratnapura,House,5,5,2,9.0,1995.0,12,0,0,0,31226540
Colombo,House,4,4,1,4.4,1599.0,0,1,0,0,148558205
Ratnapura,House,1,1,3,20.0,711.0,39,0,0,1,9938959
Kandy,Villa,2,1,1,17.9,858.0,24,0,0,0,46621882
Colombo,House,2,1,1,4.4,769.0,15,0,0,1,59473505
Galle,House,3,2,2,6.0,1290.0,1,0,0,0,47098300
Colombo,Land & House,4,3,1,17.2,1579.0,1,0,0,1,248133283
Kandy,House,2,1,2,40.4,1023.0,12,0,1,1,61991711
Kandy,Villa,4,3,2,39.5,1658.0,5,0,0,0,116801060
Kurunegala,House,3,3,1,6.5,1173.0,14,0,0,0,18975882
Galle,Villa,4,3,2,11.3,1554.0,14,1,0,1,111663329
Kandy,Apartment,6,5,1,4.7,2390.0,25,1,0,0,52064543
Negombo,Land & House,2,1,1,13.5,918.0,5,1,0,1,70056737
Jaffna,Land & House,5,5,1,25.0,1965.0,13,1,0,1,75987367
Colombo,House,2,2,3,27.4,990.0,22,0,0,1,113023772
Kandy,House,3,2,1,14.4,1140.0,10,1,0,0,46772557
Colombo,House,5,4,2,5.5,2016.0,24,0,1,0,148969224
Colombo,Apartment,5,4,2,11.2,1856.0,2,0,0,1,139755746
Jaffna,Land & House,3,3,1,44.3,1288.0,20,1,0,1,47726424
Colombo,Apartment,3,2,1,7.9,1345.0,35,1,0,0,68042641
Galle,Apartment,4,3,2,9.8,1906.0,6,0,1,0,66754475
Jaffna,House,4,4,2,24.6,1595.0,7,1,0,0,40981165
Colombo,Villa,2,1,1,23.8,861.0,1,0,0,0,161499406
Negombo,Land & House,4,3,2,40.5,1832.0,15,0,0,0,117114655
Colombo,House,3,2,1,11.4,1174.0,12,0,0,0,100693715
Ratnapura,Apartment,3,2,3,14.8,1443.0,0,0,1,0,22830193
Galle,House,3,2,2,13.4,1163.0,21,0,0,0,43491192
Kurunegala,Apartment,3,2,2,43.4,1463.0,24,0,0,1,20792172
Negombo,Apartment,5,5,2,26.0,2048.0,32,1,0,0,66269408
Colombo,House,3,2,2,30.7,1277.0,12,0,0,0,185436109
Negombo,House,6,6,2,6.1,2428.0,9,0,0,1,109958061
Ratnapura,House,2,2,2,27.5,1015.0,29,0,1,0,20421822
Negombo,Apartment,4,4,1,12.5,1566.0,8,0,0,0,64139354
Kurunegala,Apartment,4,4,2,4.4,1678.0,16,0,0,1,22530914
Anuradhapura,House,4,3,1,4.9,1712.0,14,0,0,1,25906878
Colombo,Villa,4,3,1,21.0,1536.0,7,1,0,1,251911053
Colombo,Villa,3,3,1,11.0,1361.0,1,0,0,0,218587157
Negombo,House,5,4,1,34.4,1956.0,0,1,0,0,134133133
Kandy,House,4,3,1,23.9,1585.0,9,1,0,0,68473224
Kurunegala,Villa,2,1,2,4.3,988.0,10,0,0,1,31369498
Anuradhapura,Land & House,4,3,1,21.4,1647.0,24,1,0,0,25566856
Kandy,House,3,3,2,7.2,1361.0,8,0,0,1,54969555
Colombo,House,3,2,1,12.2,1106.0,5,0,0,1,111846983
Matara,House,5,4,1,18.7,1803.0,9,0,0,0,45625059
Colombo,Apartment,3,2,1,34.9,1242.0,4,1,0,0,170266361
Kurunegala,House,4,3,1,13.1,1459.0,1,1,0,0,32913508
Kandy,House,3,2,2,28.8,1343.0,2,0,0,1,58421176
Jaffna,Apartment,1,1,2,26.9,755.0,6,0,1,0,22324733
Colombo,Apartment,3,2,1,12.0,1230.0,0,1,0,0,86915740
Negombo,House,2,1,1,14.4,777.0,4,1,0,0,50269200
Galle,House,4,4,2,22.1,1840.0,22,1,0,1,58482451
Negombo,Apartment,3,3,1,4.5,1254.0,4,1,0,0,44593306
Colombo,House,3,3,1,37.2,1301.0,2,0,0,0,215041995
Matara,House,2,1,2,26.0,773.0,36,0,0,0,15689095
Anuradhapura,Land & House,3,2,1,8.3,1233.0,14,0,0,0,20942185
Colombo,House,4,4,3,63.6,1934.0,1,0,0,0,276779907
Colombo,Villa,2,1,2,7.0,1170.0,1,1,0,0,160594989
Colombo,Land & House,4,3,1,40.8,1403.0,14,0,0,0,250018219
Negombo,House,5,4,1,9.9,2020.0,12,0,0,1,91157362
Negombo,House,4,4,2,25.6,1864.0,1,1,0,1,109551902
Galle,Apartment,4,3,1,13.1,1348.0,4,1,0,0,45425523
Colombo,Land & House,2,1,3,24.0,1197.0,34,0,0,0,145819366
Kandy,Land & House,3,2,2,6.5,1411.0,13,1,0,0,64228212
Negombo,Villa,5,4,1,8.7,1867.0,9,0,0,1,135216564
Galle,House,4,3,2,5.6,1650.0,4,0,1,0,86728836
Badulla,Apartment,4,4,1,34.1,1616.0,2,1,0,1,25688514
Colombo,House,4,3,1,9.3,1488.0,8,1,0,0,142329487
Jaffna,Apartment,3,3,2,21.8,1328.0,33,1,1,1,31101572
Kandy,House,1,1,2,29.7,731.0,0,0,0,1,42810941
Kandy,House,4,4,2,38.8,1875.0,40,1,0,1,57129183
Jaffna,Villa,4,4,1,5.7,1603.0,3,0,0,0,63981617
Jaffna,Apartment,3,3,2,37.5,1363.0,8,0,0,0,28946637
Badulla,House,5,4,1,7.3,1848.0,0,1,0,1,29723854
Colombo,House,3,2,2,24.0,1248.0,13,0,0,0,128268817
Colombo,Land & House,3,2,2,23.6,1460.0,10,0,1,0,246287847
Matara,Villa,5,4,2,4.1,2034.0,17,1,0,0,65024854
Negombo,House,4,4,3,7.7,1965.0,12,0,1,0,95002313
Colombo,House,3,3,2,14.2,1317.0,8,0,0,1,134036174
Colombo,House,2,1,3,12.2,1085.0,20,1,0,1,102932538
Colombo,Land & House,2,1,3,41.6,1192.0,0,1,0,1,279646762
Anuradhapura,Apartment,4,3,2,10.7,1692.0,12,1,0,0,23122434
Colombo,Apartment,3,2,3,45.5,1379.0,2,1,0,0,173398437
Kandy,Apartment,4,3,2,13.2,1881.0,9,1,0,1,49083501
Colombo,House,5,4,2,54.0,1987.0,22,0,0,0,232205571
Kandy,Villa,4,3,1,24.1,1642.0,2,1,0,0,115901724
Colombo,Apartment,3,3,1,30.5,1284.0,34,1,1,0,112896136
Galle,House,4,3,2,5.7,1574.0,30,1,0,0,58778307
Colombo,House,3,2,1,17.2,1099.0,8,0,0,0,121902550
Kurunegala,Apartment,2,1,2,6.3,969.0,0,1,0,0,16192034
Colombo,Land & House,1,1,1,9.3,413.0,22,0,1,0,74464605
Galle,House,3,2,1,18.7,1372.0,29,0,0,1,53524993
Anuradhapura,Land & House,5,5,2,23.4,2029.0,3,0,1,0,46593953
Jaffna,Villa,2,1,3,4.6,1238.0,32,0,1,1,43140495
Galle,House,2,2,1,15.4,901.0,32,1,0,0,33706834
Kandy,House,6,6,2,16.5,2426.0,10,1,0,0,86117243
Kandy,House,1,1,2,5.2,654.0,23,1,0,1,23861617
Jaffna,Villa,4,4,1,14.4,1673.0,9,0,0,1,57583868
Badulla,House,3,3,1,22.8,1117.0,13,1,1,1,20649594
Jaffna,House,1,1,1,4.8,672.0,6,1,0,0,15308691
Negombo,Apartment,5,5,1,25.4,1771.0,3,0,0,0,80409727
Matara,Villa,2,1,1,16.9,928.0,20,1,0,0,33387725
Galle,House,3,2,1,30.9,1059.0,0,0,0,1,61530295
Colombo,House,3,2,1,7.7,1168.0,13,1,1,1,143680765
Negombo,Apartment,2,1,2,30.9,1009.0,28,0,0,0,45550715
Ratnapura,Apartment,1,1,2,5.5,601.0,4,0,0,1,9412653
Colombo,Villa,2,1,2,11.8,981.0,6,0,0,1,149655368
Jaffna,House,2,1,1,7.3,711.0,13,0,0,0,16883117
Colombo,Villa,4,3,2,35.3,1601.0,4,1,0,0,351698661
Galle,Apartment,3,2,2,22.3,1399.0,26,0,0,0,39224381
Colombo,Apartment,3,2,2,4.4,1352.0,7,1,0,1,89791391
Galle,Apartment,3,3,3,4.1,1430.0,13,0,0,1,37005916
Matara,House,5,5,2,9.2,2182.0,4,1,0,0,44359540
Kandy,House,5,4,2,6.3,1928.0,0,1,0,0,64259793
Jaffna,Apartment,4,3,2,18.9,1663.0,3,0,0,0,35374470
Kurunegala,Apartment,5,5,1,20.4,1849.0,0,1,0,0,31682087
Ratnapura,Apartment,3,3,1,46.7,1261.0,9,0,0,1,19880017
Colombo,House,3,2,1,49.6,1204.0,13,0,0,1,213099907
Kandy,Land & House,4,3,1,20.1,1539.0,0,1,0,0,84951175
Colombo,Apartment,4,4,1,4.1,1365.0,1,0,0,0,94696916
Badulla,House,3,3,3,10.7,1586.0,10,1,0,0,24295331
Ratnapura,House,3,2,1,14.8,1178.0,23,0,0,0,15942998
Galle,Villa,6,5,3,14.4,2561.0,15,0,0,0,140808102
Kurunegala,Villa,4,4,2,17.9,1625.0,2,0,0,1,48309479
Galle,Apartment,3,2,1,52.5,1109.0,30,0,1,0,56454947
Negombo,Land & House,4,3,1,36.5,1699.0,33,1,0,0,110442269
Colombo,House,3,2,1,5.7,1022.0,6,1,0,1,85732329
Matara,House,2,1,3,8.6,1044.0,14,1,0,1,22756068
Colombo,Land & House,3,2,2,30.9,1498.0,10,0,0,0,247273844
Kurunegala,Land & House,3,3,1,30.1,1264.0,35,1,1,0,28807441
Matara,Apartment,1,1,3,8.8,767.0,11,0,1,0,15310911
Jaffna,Land & House,4,4,2,23.7,1824.0,37,0,1,0,48681064
Colombo,House,3,3,1,20.7,1244.0,3,1,0,0,162590542
Kandy,Land & House,3,3,2,13.6,1373.0,7,1,0,0,70435098
Colombo,House,2,2,2,7.4,1022.0,22,1,0,0,85639793
Kandy,House,2,1,1,36.9,896.0,22,0,0,1,43867005
Colombo,House,5,4,2,21.0,2100.0,20,1,0,1,180831982
Ratnapura,House,4,3,1,6.8,1769.0,27,1,0,0,29429139
Negombo,House,6,5,1,22.3,2230.0,18,0,0,0,91009807
Kandy,House,6,6,1,24.3,2233.0,15,1,0,0,62635182
Kandy,House,3,3,3,36.7,1376.0,9,0,0,0,50853503
Galle,House,3,3,2,7.8,1344.0,9,0,0,0,49166812
Negombo,Apartment,5,4,1,71.3,2086.0,8,0,0,1,110701071
Galle,House,6,6,1,6.5,2348.0,14,0,0,0,77812459
Anuradhapura,House,4,3,1,17.8,1495.0,8,1,0,1,28174923
Galle,Villa,4,3,2,20.1,1703.0,2,1,0,0,139133449
Badulla,Land & House,4,4,1,12.1,1420.0,2,0,0,1,32047581
Kurunegala,Villa,3,3,2,13.7,1253.0,33,1,0,1,35027919
Colombo,House,3,2,3,37.2,1514.0,0,0,0,0,189979344
Ratnapura,Villa,4,3,2,19.5,1650.0,2,1,0,1,51843831
Colombo,House,4,3,1,14.3,1445.0,9,0,0,0,140800696
Kurunegala,House,1,1,1,6.1,548.0,5,1,0,0,11731672
Kandy,House,3,2,1,4.1,1191.0,8,0,0,0,39293344
Anuradhapura,Villa,2,2,2,6.0,843.0,2,0,0,1,24807208
Anuradhapura,House,2,1,2,50.9,792.0,2,0,0,1,19615404
Kurunegala,House,5,4,2,25.7,1992.0,23,0,0,0,37463616
Kurunegala,House,1,1,1,55.2,400.0,21,1,0,1,15153642
Kandy,Land & House,2,1,3,4.5,963.0,2,0,0,0,38460551
Colombo,Apartment,3,2,1,21.1,1312.0,17,1,1,1,109897522
Kandy,House,4,4,1,4.7,1540.0,14,0,0,0,49641638
Colombo,Apartment,3,3,2,26.9,1323.0,19,1,1,1,130832001
Jaffna,Apartment,2,2,1,11.2,831.0,10,1,0,0,19131881
Kandy,Apartment,2,1,2,5.5,886.0,5,1,0,0,27034738
Badulla,House,2,1,2,16.6,1041.0,16,1,0,0,15649752
